source,country,bias,factual_reporting
illicitinfo.com,usa,right,low
illinoisvalleytimes.com,usa,right-center,mixed
ilprimatonazionale.it,italy,right,mixed
imperialcanews.com,usa,right-center,mixed
infogalactic.com,switzerland,right,low
independentsentinel.com,usa,right,low
indystandard.com,usa,right-center,mixed
informationliberation.com,usa,right,low
informer.rs,serbia,right,mixed
infoscum.com,canada,left-center,mixed
insidethemagic.net,usa,neutral,mixed
instapundit.com,usa,right,mixed
ihr.org,usa,right,low
isgp-studies.com,netherlands,right,low
insuranceratereporter.com,usa,right-center,mixed
interioralaskanews.com,usa,right-center,mixed
profam.org,usa,right,low
iowacitytoday.com,usa,right-center,mixed
theiowastar.com,usa,right,mixed
ipatriot.com,usa,right,mixed
israelunwired.com,usa,right,low
israelwarroom.com,usa,right,mixed
ivmmeta.com,unknown,right,mixed
iz.ru,russia,right-center,mixed
jacksonpurchasenews.com,usa,right-center,mixed
jeffcitynews.com,usa,right-center,mixed
jeffcotimes.com,usa,right-center,mixed
jeffersonreporter.com,usa,right-center,mixed
jocotoday.com,usa,right-center,mixed
jbs.org,usa,right,low
johnstonreporter.com,usa,right-center,mixed
jonesborotimes.com,usa,right-center,mixed
jordanbpeterson.com,usa,right,mixed
judicialwatch.org,usa,right,low
justthenews.com,usa,right,mixed
kalamazootimes.com,usa,right-center,mixed
kamalaborderbloodbath.com,usa,right,mixed
kanecountyreporter.com,usa,right-center,mixed
kankakeetimes.com,usa,right-center,mixed
katehon.com,russia,right,low
kauaisun.com,usa,right-center,mixed
kcreporter.com,usa,right-center,mixed
kendallcountytimes.com,usa,right-center,mixed
kentcountytoday.com,usa,right-center,mixed
kentuckianatimes.com,usa,right-center,mixed
kerncountytimes.com,usa,right-center,mixed
keystonetoday.com,usa,right-center,mixed
keywestreporter.com,usa,right-center,mixed
kingscountytimes.com,usa,right-center,mixed
knightstemplarorder.com,usa,right,low
kokomostandard.com,usa,right-center,mixed
kp.ru,russia,right-center,mixed
kcna.kp,north korea,left,low
kremlin.ru,russia,right-center,mixed
kunstler.com,usa,right,low
lacrosseleader.org,usa,left-center,mixed
lafayettereporter.com,usa,right-center,mixed
lafayettetimes.com,usa,right-center,mixed
laharbornews.com,usa,right-center,mixed
lakecountygazette.com,usa,right-center,mixed
lakecountytimes.com,usa,right-center,mixed
lakeregionnews.com,usa,right-center,mixed
laketahoesun.com,usa,right-center,mixed
lancastercourier.com,usa,left,mixed
laneconews.com,usa,right-center,mixed
lansingsun.com,usa,right-center,mixed
larimernews.com,usa,right-center,mixed
lastfrontiernews.com,usa,right-center,mixed
lasvegascitywire.com,usa,right-center,mixed
laurelhighlandstoday.com,usa,right-center,mixed
laverita.info,italy,right,mixed
lawrencereporter.com,usa,right-center,mixed
lawrencetimes.com,usa,right-center,mixed
laxleader.com,usa,right-center,mixed
theleadingreport.com,usa,right,low
lebanonpanews.com,usa,right-center,mixed
leftaction.com,usa,left,low
legalnewsline.com,usa,right-center,mixed
lehightimes.com,usa,right-center,mixed
lehighnews.org,usa,left-center,mixed
lenta.ru,russia,right-center,mixed
lewistontimes.com,usa,right-center,mixed
lewrockwell.com,usa,right,low
libertybell.com,usa,right,low
lc.org,usa,right,low
libertyhangout.org,usa,right,low
libertynews.com,usa,right,low
libertytalk.fm,usa,right,mixed
libertywire.net,usa,right,low
libsoftiktok.com,usa,right,low
lickingtoday.com,usa,right-center,mixed
lifenews.com,usa,right,low
lifesitenews.com,canada,right,low
lifezette.com,usa,right,mixed
limareporter.com,usa,right-center,mixed
lindelltv.com,usa,right,low
litchfieldhillstoday.com,usa,right-center,mixed
littleappletimes.com,usa,right-center,mixed
livingstontoday.com,usa,right-center,mixed
itemfix.com,united kingdom,right-center,mixed
loomered.com,usa,right,low
loraintimes.com,usa,right-center,mixed
louderwithcrowder.com,usa,right,mixed
louisvillecitywire.com,usa,right-center,mixed
lowedeltanews.com,usa,right-center,mixed
lowerbuckstoday.com,usa,right-center,mixed
luzernetimes.com,usa,right-center,mixed
lycomingnews.com,usa,right-center,mixed
macombdigest.com,usa,left-center,mixed
macombtoday.com,usa,right-center,mixed
maconreporter.com,usa,right-center,mixed
macontimes.com,usa,right-center,mixed
magicvalleytimes.com,usa,right-center,mixed
magnoliastatenews.com,usa,right-center,mixed
businessdailynetwork.com,usa,right-center,mixed
mainehighlandsnews.com,usa,right-center,mixed
mainelakesnews.com,usa,right-center,mixed
mainstreamfakemedia.com,usa,right,low
magapac.com,usa,right,low
manateereview.com,usa,right-center,mixed
manilabusinessdaily.com,usa,right-center,mixed
mansfieldtimes.com,usa,right-center,mixed
marinleader.com,usa,right-center,mixed
marionmorrowtimes.com,usa,right-center,mixed
mdstatewire.com,usa,right-center,mixed
matsutimes.com,usa,right-center,mixed
mauireporter.com,usa (45/180 press freedom),right-center,mixed
themazatlanpost.com,unknown,left-center,mixed
mchenrytimes.com,usa,right-center,mixed
mcleancountytimes.com,usa,right-center,mixed
mecklenburgherald.com,usa,left-center,mixed
medinatoday.com,usa,right-center,mixed
mehrnews.com,iran,right,mixed
mgtow.tv,usa,right,low
mercedtimes.com,usa,right-center,mixed
mercertimes.com,usa,right-center,mixed
mercopress.com,uruguay,left-center,mixed
merrimackvalleynews.com,usa,right-center,mixed
mesatimes.org,usa,left-center,mixed
metapedia.org,sweden,right,low
metricmedianews.com,usa,right-center,mixed
metroeastsun.com,usa,right-center,mixed
metrolexnews.com,usa,right-center,mixed
metrowesttimes.com,usa,right-center,mixed
themexicocitypost.com,unknown,left-center,mixed
mexicodailypost.com,unknown,left-center,mixed
miamicourant.com,usa,right-center,mixed
miamiindependent.com,usa,right,low
miamistandard.news,usa,right,mixed
micdroppolitics.com,usa,right,low
mibusinessdaily.com,usa,right-center,mixed
gandernewsroom.com,usa,left-center,mixed
themichiganstar.com,usa,right,mixed
michoacanpost.com,unknown,left-center,mixed
midcoasttimes.com,usa,right-center,mixed
midcoasttoday.com,usa,right-center,mixed
meforum.org,usa,right,low
mena.org.eg,egypt,right-center,mixed
memri.org,usa,right,mixed
midmassnews.com,usa,right-center,mixed
midmichiganstd.com,usa,left-center,mixed
midvalleyreporter.com,usa,right-center,mixed
milehighsentinel.com,usa,left-center,mixed
topwar.ru,russia,right,mixed
militarywatchmagazine.com,unknown,right-center,mixed
milwaukeemetrotimes.com,usa,left-center,mixed
minneapolisreview.com,usa,right-center,mixed
minnesotastatewire.com,usa,right-center,mixed
theminnesotasun.com,usa,right,mixed
mintpressnews.com,usa,left,low
msgulfnews.com,usa,right-center,mixed
mixi.media,usa,right,low
mobilecourant.com,usa,right-center,mixed
mohavetoday.com,usa,right-center,mixed
mohawkvalleytimes.com,usa,right-center,mixed
momsforliberty.org,usa,right,mixed
mondoweiss.net,usa,left,mixed
monmouthtimes.com,usa,right-center,mixed
monroeconews.com,usa,right-center,mixed
monroenynews.com,usa,right-center,mixed
monroereview.com,usa,right-center,mixed
montereytimes.com,usa,right-center,mixed
monterreydailypost.com,unknown,left-center,mixed
montgomerymdnews.com,usa,right-center,mixed
moonbattery.com,usa,right,low
moonofalabama.org,usa,left,low
morelosdailypost.com,unknown,left-center,mixed
morningpoll.com,usa,right,low
morrisleader.com,usa,right-center,mixed
moveon.org,usa,left,mixed
mtonews.com,usa,left-center,low
munciereporter.com,usa,right-center,mixed
muskegonsun.com,usa,right-center,mixed
muslimskeptic.com,usa,right,low
mutembeitv.com,kenya,right-center,mixed
nwiowanews.com,usa,right-center,mixed
nantahalanews.com,usa,right-center,mixed
naplesstandard.com,usa,right-center,mixed
nassaustandard.com,usa,right-center,mixed
naturecoasttimes.com,usa,right-center,mixed
natall.com,usa,right,low
nationalenquirer.com,usa,right,low
nationalinsiders.com,usa,right,low
nra.org,usa,right,mixed
nrlc.org,usa,right,mixed
nationalvanguard.org,usa (44/180 press freedom),right,low
nationalzero.com,usa,left,mixed
nationandstate.com,usa,right,low
naturalstatenews.com,usa,right-center,mixed
naugatucktimes.com,usa,right-center,mixed
thenayaritpost.com,unknown,left-center,mixed
ncfloridanews.com,usa,right-center,mixed
ncgeorgianews.com,usa,right-center,mixed
nckansasnews.com,usa,right-center,mixed
ncindiananews.com,usa,right-center,mixed
nckentuckynews.com,usa,right-center,mixed
ncmassnews.com,usa,right-center,mixed
ncminnesotanews.com,usa,right-center,mixed
ncmissnews.com,usa,right-center,mixed
ncncnews.com,usa,right-center,mixed
ncoklahomanews.com,usa,right-center,mixed
ncunionnews.com,usa,right-center,mixed
ndnorthnews.com,usa,right-center,mixed
nealabamanews.com,usa,right-center,mixed
neatlantanews.com,usa,right-center,mixed
nebergennews.com,usa,right-center,mixed
nepanhandlenews.com,usa,right-center,mixed
necalinews.com,usa,right-center,mixed
necoloradonews.com,usa,right-center,mixed
neconnnews.com,usa,right-center,mixed
nefloridanews.com,usa,right-center,mixed
nefranklinnews.com,usa,right-center,mixed
neindiananews.com,usa,right-center,mixed
auburntimes.com,usa,right-center,mixed
nekansascitynews.com,usa,right-center,mixed
nekansasnews.com,usa,right-center,mixed
nekentuckynews.com,usa,right-center,mixed
nelouisiananews.com,usa,right-center,mixed
nemissnews.com,usa,right-center,mixed
nemissourinews.com,usa,right-center,mixed
nenebraskanews.com,usa,right-center,mixed
nenewmexiconews.com,usa,right-center,mixed
nenewyorktoday.com,usa,right-center,mixed
nenorthdakotanews.com,usa,right-center,mixed
neohiotimes.com,usa,right-center,mixed
nepiedmontnews.com,usa,right-center,mixed
nesacramentonews.com,usa,right-center,mixed
nevalleytimes.com,usa,right-center,mixed
journal-neo.org,russia,right,low
163.com,china,left-center,mixed
newarkreporter.com,usa,right-center,mixed
newdiscourses.com,usa,right,low
nmbusinessdaily.com,usa,right-center,mixed
newnation.org,usa,right,low
news18.com,india,right-center,mixed
newsaddicts.com,usa,right,low
newsblaze.com,australia,right,mixed
newsbreak.com,usa,left-center,mixed
newsglobal.com,usa,right,low
newsheist.com,usa,right,low
newshourfirst.com,usa,right,low
newzoh.com,usa,right,low
thepeoplesvoice.tv,usa,right,low
newspushed.com,united kingdom,right,low
newsready.com,usa,right,mixed
newsrael.com,israel,right,mixed
newsrescue.com,nigeria,right-center,mixed
newssloth.com,usa,right,mixed
newswithviews.com,usa,right,low
newsammo.com,usa,right,mixed
newsmax.com,usa,right,low
newsview.gr,greece,right,low
newswars.com,usa,right,low
nextnewsnetwork.com,usa,right,low
niagaraleader.com,usa,right-center,mixed
ninefornews.nl,netherlands,right,low
nolareporter.com,usa,right-center,mixed
noleftturn.us,usa,right,mixed
nordicmonitor.com,sweden,left-center,mixed
norfolkreporter.com,usa,right-center,mixed
northacadiananews.com,usa,right-center,mixed
northalaskanews.com,usa,right-center,mixed
northalleghenynews.com,usa,right-center,mixed
northbaltimorejournal.com,usa,right-center,mixed
northbirminghamtimes.com,usa,right-center,mixed
northbluegrassnews.com,usa,right-center,mixed
northbostonnews.com,usa,right-center,mixed
northbrowardnews.com,usa,right-center,mixed
ncarkansasnews.com,usa,right-center,mixed
ncpatimes.com,usa,right-center,mixed
northcharlottetoday.com,usa,right-center,mixed
northchestertoday.com,usa,right-center,mixed
northcoastcanews.com,usa,right-center,mixed
northcoasttoday.com,usa,right-center,mixed
northcolumbusnews.com,usa,right-center,mixed
northcooknews.com,usa,right-center,mixed
northcountryreporter.com,usa,right-center,mixed
northdsmnews.com,usa,right-center,mixed
northeastherald.org,usa,left-center,mixed
nemontananews.com,usa,right-center,mixed
northcincynews.com,usa,right-center,mixed
northernclarkcountyherald.com,usa,left-center,mixed
northcountryleader.com,usa,right-center,mixed
northdaytonnews.com,usa,right-center,mixed
northdelconews.com,usa,right-center,mixed
northernwitimes.com,usa,left-center,mixed
northegyptnews.com,usa,right-center,mixed
northessexnews.com,usa,right-center,mixed
northfultontoday.com,usa,right-center,mixed
northguilfordnews.com,usa,right-center,mixed
northgwinnettnews.com,usa,right-center,mixed
northhennepinnews.com,usa,right-center,mixed
northlancasternews.com,usa,right-center,mixed
northmichigannews.com,usa,right-center,mixed
northidahotimes.com,usa,right-center,mixed
northindynews.com,usa,right-center,mixed
northinlandnews.com,usa,right-center,mixed
northiowareporter.com,usa,right-center,mixed
northiredellnews.com,usa,right-center,mixed
northjeffconews.com,usa,right-center,mixed
northkentnews.com,usa,right-center,mixed
northkentuckynews.com,usa,right-center,mixed
northlaketimes.com,usa,right-center,mixed
northlittlerocktimes.com,usa,right-center,mixed
northmecklenburgnews.com,usa,right-center,mixed
northmianews.com,usa,right-center,mixed
northmiddlesextimes.com,usa,right-center,mixed
northnevadanews.com,usa,right-center,mixed
northoctimes.com,usa,right-center,mixed
northokcnews.com,usa,right-center,mixed
northomahatimes.com,usa,right-center,mixed
northpanhandlenews.com,usa,right-center,mixed
northpimanews.com,usa,right-center,mixed
northpocononews.com,usa,right-center,mixed
northraleightoday.com,usa,right-center,mixed
northramseynews.com,usa,right-center,mixed
northsactoday.com,usa,right-center,mixed
northnewcastlenews.com,usa,right-center,mixed
northsfvtoday.com,usa,right-center,mixed
northsgvnews.com,usa,right-center,mixed
northshorelanews.com,usa,right-center,mixed
northstlnews.com,usa,right-center,mixed
northsummitnews.com,usa,right-center,mixed
northtrianglenews.com,usa,right-center,mixed
northtulsatoday.com,usa,right-center,mixed
northvegastimes.com,usa,right-center,mixed
nwmontananews.com,usa,right-center,mixed
nwwaynenews.com,usa,right-center,mixed
nwlaketimes.com,usa,left-center,mixed
northwakenews.com,usa,right-center,mixed
northwichitanews.com,usa,right-center,mixed
notthebee.com,usa,right,mixed
novitimes.com,usa,right-center,mixed
nournews.ir,iran,right,mixed
nowthisnews.com,usa,left,mixed
npr.news,usa,right,low
nationalrighttolifenews.org,usa,right,low
ntd.com,usa,right,mixed
nwalabamanews.com,usa,right-center,mixed
nwarkansasnews.com,usa,right-center,mixed
nwatlantanews.com,usa,right-center,mixed
nwbergennews.com,usa,right-center,mixed
nwconnnews.com,usa,right-center,mixed
nwclarknews.com,usa,right-center,mixed
nwfranklinnews.com,usa,right-center,mixed
nwgeorgianews.com,usa,right-center,mixed
nwillinoisnews.com,usa,right-center,mixed
nwjerseynews.com,usa,right-center,mixed
nwkansasnews.com,usa,right-center,mixed
nwkentuckynews.com,usa,right-center,mixed
nwlatimes.com,usa,right-center,mixed
nwlouisiananews.com,usa,right-center,mixed
nwminnesotanews.com,usa,right-center,mixed
nwmissnews.com,usa,right-center,mixed
nwmissouritimes.com,usa,right-center,mixed
nwnewmexiconews.com,usa,right-center,mixed
nwohiotimes.com,usa,right-center,mixed
nwoklahomanews.com,usa,right-center,mixed
nwriversidenews.com,usa,right-center,mixed
nwvalleytimes.com,usa,right-center,mixed
nycgazette.com,usa,right-center,mixed
trendingpoliticsnews.com,usa,right,low
oaklandcitywire.com,usa,right-center,mixed
oaklandtimes.org,usa,left-center,mixed
theoaxacapost.com,unknown,left-center,mixed
objectivist.co,usa,right,mixed
ocalastandard.com,usa (45/180 press freedom),right-center,mixed
occidentaldissent.com,usa,right,low
occupydemocrats.com,usa,left,low
oceancountyleader.com,usa,right-center,mixed
okcstandard.com,usa,right-center,mixed
okeechobeetimes.com,usa,right-center,mixed
okeefemediagroup.com,usa,right,mixed
oldnorthnews.com,usa,right-center,mixed
oneidatimes.com,usa,right-center,mixed
onslownews.com,usa,right-center,mixed
origo.hu,hungary,right,mixed
orinocotribune.com,venezuela,left,low
orlandostandard.com,usa,right-center,mixed
otptribune.com,usa,left-center,mixed
outragedpatriot.com,unknown,right,low
overpassesforamerica.com,united kingdom,right,mixed
outerbankstimes.com,usa,right-center,mixed
oxfordreporter.com,usa,right-center,mixed
pacificpundit.com,usa,right,low
palmcoasttimes.com,usa,right-center,mixed
panamacityreporter.com,usa,right-center,mixed
parler.com,usa,right,low
passaictoday.com,usa,right-center,mixed
patientdaily.com,usa,right-center,mixed
patriotfetch.com,usa,right,low
thepatriotjournal.com,usa,right,mixed
patrioticpost.com,usa,right,low
patriotnewsfeed.com,usa,right,mixed
patriotpulse.net,usa,right,mixed
patriotuproar.com,usa,right,mixed
patriotvoicenews.com,usa,right,low
patriots.win,usa,right,low
patrioticviralnews.com,usa,right,low
peacegardennews.com,usa,right-center,mixed
peachtreegazette.com,usa,left-center,mixed
peachtreetimes.com,usa,right-center,mixed
pelicanstatenews.com,usa,right-center,mixed
pennsylvaniadailystar.com,usa,right,mixed
pennsylvaniaindependent.com,usa,left,mixed
pensacolatimes.com,usa,right-center,mixed
peoriastandard.com,usa,right-center,mixed
perezhilton.com,usa,left,mixed
personalinterpretation.com,unknown,right,low
personalliberty.com,usa,right,low
phxreporter.com,usa,right-center,mixed
piedmonttribune.com,usa,left-center,mixed
pimatimes.com,usa,left-center,mixed
pinaltoday.com,usa,right-center,mixed
pinebelttimes.com,usa,right-center,mixed
pinehursttoday.com,usa,right-center,mixed
pinellastimes.com,usa,right-center,mixed
pinestatenews.com,usa,right-center,mixed
pjmedia.com,usa,right,mixed
plattenews.com,usa,right-center,mixed
plymouthreporter.com,usa,right-center,mixed
pocatellotimes.com,usa,right-center,mixed
pointreport.org,usa,right,low
politicalanimalnews.com,usa,right,mixed
political-discussion.com,unknown,right,low
thepoliticalinsider.com,usa,right,low
politnavigator.net,ukraine,right,mixed
politros.com,russia,right,mixed
polktimes.com,usa,right-center,mixed
pomonavalleynews.com,usa,right-center,mixed
pontiactimes.com,usa,right-center,mixed
pop.org,usa,right,low
populistpress.com,usa,right,low
portagetimes.com,usa,right-center,mixed
portlandcourant.com,usa,right-center,mixed
portlandmainenews.com,usa,right-center,mixed
prageru.com,usa,right,low
prairiestatewire.com,usa,right-center,mixed
pravdareport.com,russia,right,low
pravoslavie.ru,russia,right,mixed
preppersdailynews.com,usa,right,low
presidentialhill.com,usa,right,low
presscalifornia.com,usa,right,low
presscorp.org,usa,right,mixed
presstv.ir,iran,right,low
prntly.com,usa,right,low
profile.ru,russia,right-center,mixed
projectveritas.com,usa,right,mixed
protothema.gr,greece,right,mixed
protrumpnews.com,unknown,right,low
pueblapost.com,unknown,left-center,mixed
pulaskitimes.com,usa,right-center,mixed
thequeretaropost.com,unknown,left-center,mixed
quillette.com,australia,right,mixed
quincyreporter.com,usa,right-center,mixed
qudsnen.co,palestine,left-center,low
radaronline.com,usa,neutral,low
rairfoundation.com,usa,right,low
randolphcountynews.com,usa,right-center,mixed
rationalground.com,usa,right,mixed
rbc.ru,russia,right-center,mixed
realnewsnow.com,usa,right,low
realnotrare.com,usa,right,mixed
goodsciencing.com,unknown,right,low
redacted.inc,portugal,right,mixed
reddingtoday.com,usa,right-center,mixed
redice.tv,sweden,right,low
redrightdaily.com,usa,right,mixed
redstatenation.com,usa,right,low
redstatewatcher.com,usa,right,low
redvoicemedia.com,usa,right,low
reduxx.info,canada,right,mixed
redwoodempirenews.com,usa,right-center,mixed
reformedmedia.net,usa,right,low
renewamerica.com,usa,right,low
renewedright.com,usa,right,mixed
renoreporter.com,usa,right-center,mixed
republicandaily.net,usa,right,mixed
gop.com,usa,right,mixed
resistthemainstream.org,macedonia,right,mixed
restoreamericanglory.com,usa,right,mixed
revolver.news,unknown,right,mixed
ria.ru,russia,right-center,low
righterway.com,unknown,right,low
rightnewswire.com,usa,right,mixed
rsbnetwork.com,usa,right,low
riverbendtimes.com,usa,right-center,mixed
riverparishnews.com,usa,right-center,mixed
riverregiontimes.com,usa,right-center,mixed
rivervalleytoday.com,usa,right-center,mixed
rochesterreporter.com,usa,right-center,mixed
rockfordsun.com,usa,right-center,mixed
rockinghamjournal.com,usa,left-center,mixed
rockinghamtimes.com,usa,right-center,mixed
rockislandtoday.com,usa,right-center,mixed
rocklandreporter.com,usa,right-center,mixed
rockvalleytimes.com,usa,left-center,mixed
rockymounttoday.com,usa,right-center,mixed
rodong.rep.kp,north korea,left,low
roguereview.net,usa,right,low
romereporter.com,usa,right-center,mixed
rossiyasegodnya.com,russia,right-center,low
rowannews.com,usa,right-center,mixed
rt.com,russia,right-center,low
rt.com,russia,right-center,low
rudaw.net,iraq,left-center,mixed
rumble.com,canada,right,low
ruptly.tv,russia,right-center,mixed
rushlimbaugh.com,usa,right,low
russia-insider.com,russia,right,low
tass.com,russia,right-center,mixed
russiavsworld.org,usa,left,mixed
ruthinstitute.org,usa,right,low
salemnewswire.com,usa,right-center,mixed
samnytt.se,sweden,right,low
samtiden.nu,sweden,right,low
sancristobalpost.com,unknown,left-center,mixed
sandhillstoday.com,usa,right-center,mixed
sandovalnews.com,usa,right-center,mixed
sanfransun.com,usa,right-center,mixed
sangamonsun.com,usa,right-center,mixed
sanjoaquintimes.com,usa,right-center,mixed
sanjosestandard.com,usa,right-center,mixed
sanluispotosipost.com,unknown,left-center,mixed
sanmiguelpost.com,unknown,left-center,mixed
santaclaratoday.com,usa,right-center,mixed
santacruzstandard.com,usa,right-center,mixed
sanmateosun.com,usa,right-center,mixed
santafestandard.com,usa,right-center,mixed
smobserved.com,usa,right,low
sarasotareview.com,usa,right-center,mixed
saratogastandard.com,usa,right-center,mixed
savannahstandard.com,usa,right-center,mixed
savannahsuntimes.com,usa,left-center,mixed
scalaskanews.com,usa,right-center,mixed
scoklahomanews.com,usa,right-center,mixed
seatlantanews.com,usa,right-center,mixed
sckansasnews.com,usa,right-center,mixed
scminnesotanews.com,usa,right-center,mixed
scmissnews.com,usa,right-center,mixed
scmissourinews.com,usa,right-center,mixed
scnebraskanews.com,usa,right-center,mixed
scnewyorknews.com,usa,right-center,mixed
seacoaststandard.org,usa,left-center,mixed
sealaskanews.com,usa,right-center,mixed
searizonanews.com,usa,right-center,mixed
secureamericanow.org,usa,right,mixed
sebgorka.com,usa,right,low
sebluegrassnews.com,usa,right-center,mixed
secoloradonews.com,usa (44/180 press freedom),right-center,mixed
seconnnews.com,usa,right-center,mixed
sedenvernews.com,usa,right-center,mixed
seekr.com,usa,neutral,mixed
segeorgianews.com,usa,right-center,mixed
segrandrapids.com,usa,right-center,mixed
seillinoisnews.com,usa,right-center,mixed
seindiananews.com,usa,right-center,mixed
seiowanews.com,usa,right-center,mixed
sekansascitynews.com,usa,right-center,mixed
sekentuckynews.com,usa,right-center,mixed
selatimes.com,usa,right-center,mixed
seminnesotanews.com,usa,right-center,mixed
semissourinews.com,usa,right-center,mixed
senebraskanews.com,usa,right-center,mixed
senorthcarolinanews.com,usa,right-center,mixed
seoaklandnews.com,usa,right-center,mixed
seohiotimes.com,usa,right-center,mixed
seoklahomanews.com,usa,right-center,mixed
setwincities.com,usa,right-center,mixed
sevegasnews.com,usa,right-center,mixed
sfvtoday.com,usa,right-center,mixed
sgvstandard.com,usa,right-center,mixed
shafaq.com,iraq,left,mixed
shelbyreview.com,usa,right-center,mixed
shiawasseetimes.com,usa,right-center,mixed
shoalstoday.com,usa,right-center,mixed
shockya.com,usa,right,low
showmestatetimes.com,usa,right-center,mixed
shreveportreporter.com,usa,right-center,mixed
shtfplan.com,usa,right,low
silverstatetimes.com,usa,right-center,mixed
siouxcitytimes.com,usa,right-center,mixed
sixthtone.com,china,left,mixed
slaynews.com,usa,right,low
sloreporter.com,usa,right-center,mixed
sohu.com,china,left-center,mixed
solanosun.com,usa,right-center,mixed
somersettimes.com,usa,right-center,mixed
thesonorapost.com,unknown,left-center,mixed
soonerstatenews.com,usa,right-center,mixed
southabqnews.com,usa,right-center,mixed
southafricatoday.net,usa,right,mixed
southalamedanews.com,usa,right-center,mixed
southashevillenews.com,usa,right-center,mixed
southatlantanews.com,usa,right-center,mixed
southbayleader.com,usa,right-center,mixed
southbaysdnews.com,usa,right-center,mixed
southbendtimes.com,usa,right-center,mixed
southalabamatimes.com,usa,right-center,mixed
southbergennews.com,usa,right-center,mixed
southbrowardnews.com,usa,right-center,mixed
southcentralreporter.com,usa,right-center,mixed
southcharlottetoday.com,usa,right-center,mixed
southcoasttimes.com,usa,right-center,mixed
southcolumbusnews.com,usa,right-center,mixed
southcooknews.com,usa,right-center,mixed
southerncoloradotimes.com,usa,left-center,mixed
southcuyahoganews.com,usa,right-center,mixed
southdaytonnews.com,usa,right-center,mixed
silnews.com,usa,right-center,mixed
southernindianatoday.com,usa,right-center,mixed
southdsmnews.com,usa,right-center,mixed
semontananews.com,usa,right-center,mixed
southeasterntimes.org,usa,left-center,mixed
southfranklinnews.com,usa,right-center,mixed
southgeorgiatimes.com,usa,right-center,mixed
southguilfordnews.com,usa,right-center,mixed
southgwinnettnews.com,usa,right-center,mixed
southhennepinnews.com,usa,right-center,mixed
southindynews.com,usa,right-center,mixed
southiowanews.com,usa,right-center,mixed
southjeffconews.com,usa,right-center,mixed
southjerseysun.com,usa,right-center,mixed
southkcnews.com,usa,right-center,mixed
southkentnews.com,usa,right-center,mixed
southlaketoday.com,usa,right-center,mixed
southlouisiananews.com,usa,right-center,mixed
southmainenews.com,usa,right-center,mixed
southmecklenburgnews.com,usa,right-center,mixed
southmianews.com,usa,right-center,mixed
southmichigannews.com,usa,right-center,mixed
southmiddlesextimes.com,usa,right-center,mixed
southnewcastlenews.com,usa,right-center,mixed
southncnews.com,usa,right-center,mixed
southohionews.com,usa,right-center,mixed
southokcnews.com,usa,right-center,mixed
southomahatimes.com,usa,right-center,mixed
southoregonnews.com,usa,right-center,mixed
southorlandonews.com,usa,right-center,mixed
southpalmbeachtoday.com,usa,right-center,mixed
southpinellastimes.com,usa,right-center,mixed
southraleighnews.com,usa,right-center,mixed
southsactoday.com,usa,right-center,mixed
southsfbaynews.com,usa,right-center,mixed
southsgvnews.com,usa,right-center,mixed
southstlnews.com,usa,right-center,mixed
southsummitnews.com,usa,right-center,mixed
southtrianglenews.com,usa,right-center,mixed
southtulsatoday.com,usa,right-center,mixed
swillinoisnews.com,usa,right-center,mixed
swmontanatimes.com,usa,right-center,mixed
southwichitanews.com,usa,right-center,mixed
southwinstonsalemnews.com,usa,right-center,mixed
sovren.media,usa,right,low
springfieldcitywire.com,usa,right-center,mixed
springfieldstandard.com,usa,right-center,mixed
springstimes.com,usa,right-center,mixed
sputnikglobe.com,russia,right-center,low
sputniknews.com,russia,right-center,low
snanews.de,russia,right-center,low
sputniknews.in,russia,right-center,low
stjoebentonharbor.com,usa,right-center,mixed
stpetestandard.com,usa,right-center,mixed
standforhealthfreedom.com,usa,right,mixed
stanislausnews.com,usa (44/180 press freedom),right-center,mixed
staresattheworld.com,canada,right,low
thestarnewsnetwork.com,usa,right,mixed
stateofthenation.co,usa,right,low
statenislandreporter.com,usa,right-center,mixed
stcharlestimes.com,usa,right-center,mixed
stcloudsun.com,usa,right-center,mixed
steadfastandloyal.com,usa,right,mixed
steadfastclash.com,usa,right,mixed
steadfastdaily.com,usa,right,mixed
stoppingsocialism.com,usa,right,mixed
stpaulreporter.com,usa,right-center,mixed
southbirminghamtimes.com,usa,right-center,mixed
southfultontoday.com,usa,right-center,mixed
southoctimes.com,usa,right-center,mixed
southpimanews.com,usa,right-center,mixed
southsfvtoday.com,usa,right-center,mixed
speech-point.com,unknown,right,low
stclairtoday.com,usa,right-center,mixed
stlrecord.com,usa,right-center,mixed
strategic-culture.org,russia,right,low
trumpstudents.org,usa,right,mixed
sturgiscoldwaternews.com,usa,right-center,mixed
suffolkreporter.com,usa,right-center,mixed
summerlinreporter.com,usa,left-center,mixed
summit.news,usa,right,low
sumtertimes.com,usa,right-center,mixed
sunflowerstatenews.com,usa,right-center,mixed
sunshinesentinel.com,usa,right-center,mixed
survivalblog.com,usa,right,low
survivethenews.com,usa,right,low
sussexreview.com,usa,right-center,mixed
swampdrain.com,unknown,right,low
swampmonsters.news,usa,right,mixed
swarajyamag.com,india,right,low
swalaskanews.com,usa,right-center,mixed
swarizonanews.com,usa,right-center,mixed
swarkansastimes.com,usa,right-center,mixed
swbluegrassnews.com,usa,right-center,mixed
swcoloradonews.com,usa,right-center,mixed
swconnnews.com,usa,right-center,mixed
